"titles_south","word","n","total","tf","idf","tf_idf"
"Why global climate change solutions shouldn‘t be government-led","will",4,832,0.00480769230769231,0.0645385211375712,0.000310281351622938
"Action needed on climate change to protect tourism, agriculture","1",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","69",3,703,0.0042674253200569,0.826678573184468,0.00352778907475591
"Action needed on climate change to protect tourism, agriculture","across",3,703,0.0042674253200569,0.826678573184468,0.00352778907475591
"Action needed on climate change to protect tourism, agriculture","after",3,703,0.0042674253200569,0.693147180559945,0.00295795382884756
"Action needed on climate change to protect tourism, agriculture","all",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","an",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","as",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","asbestos",3,703,0.0042674253200569,2.77258872223978,0.0118318153153902
"Action needed on climate change to protect tourism, agriculture","burn",3,703,0.0042674253200569,2.77258872223978,0.0118318153153902
"Action needed on climate change to protect tourism, agriculture","copyright",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","document",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","drought",3,703,0.0042674253200569,0.470003629245736,0.00200570538796189
"Action needed on climate change to protect tourism, agriculture","environment",3,703,0.0042674253200569,0.133531392624523,0.000569835245908347
"Action needed on climate change to protect tourism, agriculture","fire",3,703,0.0042674253200569,2.07944154167984,0.00887386148654268
"Action needed on climate change to protect tourism, agriculture","forest",3,703,0.0042674253200569,2.07944154167984,0.00887386148654268
"Action needed on climate change to protect tourism, agriculture","land",3,703,0.0042674253200569,0.826678573184468,0.00352778907475591
"Action needed on climate change to protect tourism, agriculture","lands",3,703,0.0042674253200569,2.77258872223978,0.0118318153153902
"Action needed on climate change to protect tourism, agriculture","local",3,703,0.0042674253200569,0.826678573184468,0.00352778907475591
"Action needed on climate change to protect tourism, agriculture","mining",3,703,0.0042674253200569,2.07944154167984,0.00887386148654268
"Action needed on climate change to protect tourism, agriculture","mountains",3,703,0.0042674253200569,2.07944154167984,0.00887386148654268
"Action needed on climate change to protect tourism, agriculture","needed",3,703,0.0042674253200569,0.980829253011726,0.00418561558895473
"Action needed on climate change to protect tourism, agriculture","new",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","october",3,703,0.0042674253200569,0,0
"Action needed on climate change to protect tourism, agriculture","protect",3,703,0.0042674253200569,1.38629436111989,0.00591590765769512
"Action needed on climate change to protect tourism, agriculture","public",3,703,0.0042674253200569,0.207639364778245,0.000886085482695211
"Action needed on climate change to protect tourism, agriculture","superior",3,703,0.0042674253200569,2.77258872223978,0.0118318153153902
"Action needed on climate change to protect tourism, agriculture","through",3,703,0.0042674253200569,0.826678573184468,0.00352778907475591
"Action needed on climate change to protect tourism, agriculture","trends",3,703,0.0042674253200569,1.67397643357167,0.0071435694178023
"Action needed on climate change to protect tourism, agriculture","vineyard",3,703,0.0042674253200569,2.77258872223978,0.0118318153153902
"Climate change talk subtle in state","1",3,1549,0.00193673337637185,0,0
"Climate change talk subtle in state","actually",3,1549,0.00193673337637185,1.38629436111989,0.00268488255865699
"Climate change talk subtle in state","addressing",3,1549,0.00193673337637185,1.67397643357167,0.00324204603015818
"Climate change talk subtle in state","arizona",3,1549,0.00193673337637185,0,0
"Climate change talk subtle in state","but",3,1549,0.00193673337637185,0.133531392624523,0.000258614704889327
"Climate change talk subtle in state","can",3,1549,0.00193673337637185,0.287682072451781,0.000557163471501189
"Climate change talk subtle in state","cities",3,1549,0.00193673337637185,1.67397643357167,0.00324204603015818
"Climate change talk subtle in state","demand",3,1549,0.00193673337637185,2.77258872223978,0.00536976511731397
"Climate change talk subtle in state","discussion",3,1549,0.00193673337637185,2.77258872223978,0.00536976511731397
"Climate change talk subtle in state","do",3,1549,0.00193673337637185,0.693147180559945,0.00134244127932849
"Climate change talk subtle in state","doing",3,1549,0.00193673337637185,0.980829253011726,0.00189960475082968
"Climate change talk subtle in state","electricity",3,1549,0.00193673337637185,1.38629436111989,0.00268488255865699
"Climate change talk subtle in state","emissions",3,1549,0.00193673337637185,0.470003629245736,0.000910271715776118
"Climate change talk subtle in state","from",3,1549,0.00193673337637185,0.133531392624523,0.000258614704889327
"Climate change talk subtle in state","future",3,1549,0.00193673337637185,0.693147180559945,0.00134244127932849
"Climate change talk subtle in state","get",3,1549,0.00193673337637185,0.826678573184468,0.00160105598421782
"Climate change talk subtle in state","global",3,1549,0.00193673337637185,0.287682072451781,0.000557163471501189
"Climate change talk subtle in state","has",3,1549,0.00193673337637185,0.0645385211375712,0.000124993907948814
"Climate change talk subtle in state","just",3,1549,0.00193673337637185,0.374693449441411,0.000725681309441079
"Climate change talk subtle in state","leader",3,1549,0.00193673337637185,2.07944154167984,0.00402732383798548
"Climate change talk subtle in state","natural",3,1549,0.00193673337637185,0,0
"Climate change talk subtle in state","not",3,1549,0.00193673337637185,0,0
"Climate change talk subtle in state","officials",3,1549,0.00193673337637185,1.38629436111989,0.00268488255865699
"Climate change talk subtle in state","oklahoman",3,1549,0.00193673337637185,0.980829253011726,0.00189960475082968
"Climate change talk subtle in state","part",3,1549,0.00193673337637185,0.693147180559945,0.00134244127932849
"Climate change talk subtle in state","plan",3,1549,0.00193673337637185,0.980829253011726,0.00189960475082968
"Climate change talk subtle in state","powell",3,1549,0.00193673337637185,2.77258872223978,0.00536976511731397
"Climate change talk subtle in state","sierra",3,1549,0.00193673337637185,1.67397643357167,0.00324204603015818
"Climate change talk subtle in state","some",3,1549,0.00193673337637185,0.374693449441411,0.000725681309441079
"Climate change talk subtle in state","subtle",3,1549,0.00193673337637185,2.77258872223978,0.00536976511731397
"Climate change talk subtle in state","temperatures",3,1549,0.00193673337637185,0.693147180559945,0.00134244127932849
"Climate change talk subtle in state","they",3,1549,0.00193673337637185,0.470003629245736,0.000910271715776118
"Climate change talk subtle in state","think",3,1549,0.00193673337637185,0.693147180559945,0.00134244127932849
"Climate change talk subtle in state","through",3,1549,0.00193673337637185,0.826678573184468,0.00160105598421782
"Climate change talk subtle in state","type",3,1549,0.00193673337637185,0,0
"Climate change talk subtle in state","usa",3,1549,0.00193673337637185,0.207639364778245,0.000402142088014676
"Climate change talk subtle in state","utilities",3,1549,0.00193673337637185,0.693147180559945,0.00134244127932849
"Climate change talk subtle in state","we're",3,1549,0.00193673337637185,1.16315080980568,0.00225271299510461
"Climate change talk subtle in state","which",3,1549,0.00193673337637185,0.374693449441411,0.000725681309441079
"Climate change: Just deal with it","1",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","90",3,827,0.00362756952841596,0.0645385211375712,0.000234117972687683
"Climate change: Just deal with it","arizona",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","at",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","by",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","california",3,827,0.00362756952841596,1.38629436111989,0.00502887918181339
"Climate change: Just deal with it","culture",3,827,0.00362756952841596,1.38629436111989,0.00502887918181339
"Climate change: Just deal with it","droughts",3,827,0.00362756952841596,1.16315080980568,0.00421941043460344
"Climate change: Just deal with it","europe",3,827,0.00362756952841596,2.77258872223978,0.0100577583636268
"Climate change: Just deal with it","famine",3,827,0.00362756952841596,1.67397643357167,0.00607246590171102
"Climate change: Just deal with it","methane",3,827,0.00362756952841596,1.67397643357167,0.00607246590171102
"Climate change: Just deal with it","mexican",3,827,0.00362756952841596,0.575364144903562,0.00208717343979527
"Climate change: Just deal with it","natural",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","normal",3,827,0.00362756952841596,1.67397643357167,0.00607246590171102
"Climate change: Just deal with it","part",3,827,0.00362756952841596,0.693147180559945,0.00251443959090669
"Climate change: Just deal with it","reality",3,827,0.00362756952841596,1.67397643357167,0.00607246590171102
"Climate change: Just deal with it","texas",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","that",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","type",3,827,0.00362756952841596,0,0
"Climate change: Just deal with it","years",3,827,0.00362756952841596,0.287682072451781,0.00104358671989763
"Climate changes affect everyone, time to act","1",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","3",3,668,0.00449101796407186,0.207639364778245,0.000932512117267565
"Climate changes affect everyone, time to act","72",3,668,0.00449101796407186,0.374693449441411,0.00168275501246143
"Climate changes affect everyone, time to act","about",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","affect",3,668,0.00449101796407186,2.07944154167984,0.00933880931892142
"Climate changes affect everyone, time to act","air",3,668,0.00449101796407186,0.826678573184468,0.00371262832268474
"Climate changes affect everyone, time to act","also",3,668,0.00449101796407186,0.470003629245736,0.00211079474212157
"Climate changes affect everyone, time to act","an",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","at",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","changes",3,668,0.00449101796407186,0.693147180559945,0.00311293643964047
"Climate changes affect everyone, time to act","copyright",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","do",3,668,0.00449101796407186,0.693147180559945,0.00311293643964047
"Climate changes affect everyone, time to act","document",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","emissions",3,668,0.00449101796407186,0.470003629245736,0.00211079474212157
"Climate changes affect everyone, time to act","have",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","in",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","means",3,668,0.00449101796407186,1.38629436111989,0.00622587287928095
"Climate changes affect everyone, time to act","more",3,668,0.00449101796407186,0.207639364778245,0.000932512117267565
"Climate changes affect everyone, time to act","news",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","one",3,668,0.00449101796407186,0.0645385211375712,0.000289843657803463
"Climate changes affect everyone, time to act","only",3,668,0.00449101796407186,0.470003629245736,0.00211079474212157
"Climate changes affect everyone, time to act","pollution",3,668,0.00449101796407186,0.980829253011726,0.00440492179496284
"Climate changes affect everyone, time to act","rates",3,668,0.00449101796407186,1.38629436111989,0.00622587287928095
"Climate changes affect everyone, time to act","temperatures",3,668,0.00449101796407186,0.693147180559945,0.00311293643964047
"Climate changes affect everyone, time to act","times",3,668,0.00449101796407186,0.207639364778245,0.000932512117267565
"Climate changes affect everyone, time to act","warming",3,668,0.00449101796407186,0.287682072451781,0.00129198535532237
"Climate changes affect everyone, time to act","we",3,668,0.00449101796407186,0,0
"Climate changes affect everyone, time to act","which",3,668,0.00449101796407186,0.374693449441411,0.00168275501246143
"Climate changes affect everyone, time to act","with",3,668,0.00449101796407186,0,0
"Climate-change science proven and certain as dangers to planet grow","1",3,978,0.00306748466257669,0,0
"Climate-change science proven and certain as dangers to planet grow","91",3,978,0.00306748466257669,0.826678573184468,0.00253582384412413
"Climate-change science proven and certain as dangers to planet grow","about",3,978,0.00306748466257669,0,0
