"titles_midwest","word","n","total","tf","idf","tf_idf"
"Analysis says climate rules to slow growth","bureau",2,836,0.00239234449760766,2.01490302054226,0.00482034215440733
"Analysis says climate rules to slow growth","cap",2,836,0.00239234449760766,2.01490302054226,0.00482034215440733
"Analysis says climate rules to slow growth","conditions",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","conservation",2,836,0.00239234449760766,1.32175583998232,0.00316209531096249
"Analysis says climate rules to slow growth","copyright",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","cost",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","date",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","director",2,836,0.00239234449760766,0.916290731874155,0.00219208309060803
"Analysis says climate rules to slow growth","document",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","duggan",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","end",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","flooding",2,836,0.00239234449760766,0.762140052046897,0.00182330155992081
"Analysis says climate rules to slow growth","gases",2,836,0.00239234449760766,0.916290731874155,0.00219208309060803
"Analysis says climate rules to slow growth","higher",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","hottest",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","how",2,836,0.00239234449760766,0.310154928303839,0.000741997436133587
"Analysis says climate rules to slow growth","iallonardo",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","increased",2,836,0.00239234449760766,0.762140052046897,0.00182330155992081
"Analysis says climate rules to slow growth","industry",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","investigators",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","january",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","joe",2,836,0.00239234449760766,2.01490302054226,0.00482034215440733
"Analysis says climate rules to slow growth","journal",2,836,0.00239234449760766,0.762140052046897,0.00182330155992081
"Analysis says climate rules to slow growth","just",2,836,0.00239234449760766,0.628608659422374,0.00150384846751764
"Analysis says climate rules to slow growth","language",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","lexisnexis",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","livestock",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","manufacturing",2,836,0.00239234449760766,1.32175583998232,0.00316209531096249
"Analysis says climate rules to slow growth","mccollister",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","much",2,836,0.00239234449760766,0.762140052046897,0.00182330155992081
"Analysis says climate rules to slow growth","narrowed",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","natural",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","ne",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","oil",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","omaha",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","or",2,836,0.00239234449760766,0.143100843640673,0.000342346515886778
"Analysis says climate rules to slow growth","organization",2,836,0.00239234449760766,1.09861228866811,0.00262825906379931
"Analysis says climate rules to slow growth","over",2,836,0.00239234449760766,0.510825623765991,0.00122207087025357
"Analysis says climate rules to slow growth","paid",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","performance",2,836,0.00239234449760766,1.32175583998232,0.00316209531096249
"Analysis says climate rules to slow growth","platte",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","predict",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","publication",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","publishing",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","record",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","search",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","short",2,836,0.00239234449760766,1.32175583998232,0.00316209531096249
"Analysis says climate rules to slow growth","spokesman",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","star",2,836,0.00239234449760766,2.70805020110221,0.00647858899785218
"Analysis says climate rules to slow growth","state's",2,836,0.00239234449760766,1.32175583998232,0.00316209531096249
"Analysis says climate rules to slow growth","terms",2,836,0.00239234449760766,0,0
"Analysis says climate rules to slow growth","there",2,836,0.00239234449760766,0.510825623765991,0.00122207087025357
"Analysis says climate rules to slow growth","university",2,836,0.00239234449760766,0.916290731874155,0.00219208309060803
"Analysis says climate rules to slow growth","we've",2,836,0.00239234449760766,1.6094379124341,0.00385032993405287
"Analysis says climate rules to slow growth","which",2,836,0.00239234449760766,0.510825623765991,0.00122207087025357
"Analysis says climate rules to slow growth","wouldn't",2,836,0.00239234449760766,2.01490302054226,0.00482034215440733
"Bipartisan action, leadership on climate change","1",2,875,0.00228571428571429,0,0
"Bipartisan action, leadership on climate change","11",2,875,0.00228571428571429,0,0
"Bipartisan action, leadership on climate change","3",2,875,0.00228571428571429,1.32175583998232,0.00302115620567387
"Bipartisan action, leadership on climate change","5",2,875,0.00228571428571429,1.09861228866811,0.00251111380266997
"Bipartisan action, leadership on climate change","58",2,875,0.00228571428571429,1.32175583998232,0.00302115620567387
"Bipartisan action, leadership on climate change","69",2,875,0.00228571428571429,1.32175583998232,0.00302115620567387
"Bipartisan action, leadership on climate change","71",2,875,0.00228571428571429,0.510825623765991,0.00116760142575084
"Bipartisan action, leadership on climate change","86",2,875,0.00228571428571429,1.6094379124341,0.0036787152284208
"Bipartisan action, leadership on climate change","about",2,875,0.00228571428571429,0,0
"Bipartisan action, leadership on climate change","across",2,875,0.00228571428571429,0.628608659422374,0.00143681979296543
"Bipartisan action, leadership on climate change","addition",2,875,0.00228571428571429,1.32175583998232,0.00302115620567387
"Bipartisan action, leadership on climate change","aisle",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","along",2,875,0.00228571428571429,1.6094379124341,0.0036787152284208
"Bipartisan action, leadership on climate change","americans",2,875,0.00228571428571429,2.01490302054226,0.00460549261838232
"Bipartisan action, leadership on climate change","be",2,875,0.00228571428571429,0.0689928714869514,0.000157697991970175
"Bipartisan action, leadership on climate change","bend",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","benefit",2,875,0.00228571428571429,1.32175583998232,0.00302115620567387
"Bipartisan action, leadership on climate change","blue",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","both",2,875,0.00228571428571429,0.916290731874155,0.00209437881571235
"Bipartisan action, leadership on climate change","changing",2,875,0.00228571428571429,0.762140052046897,0.00174203440467862
"Bipartisan action, leadership on climate change","chris",2,875,0.00228571428571429,1.6094379124341,0.0036787152284208
"Bipartisan action, leadership on climate change","citizens",2,875,0.00228571428571429,1.6094379124341,0.0036787152284208
"Bipartisan action, leadership on climate change","co",2,875,0.00228571428571429,1.32175583998232,0.00302115620567387
"Bipartisan action, leadership on climate change","come",2,875,0.00228571428571429,1.32175583998232,0.00302115620567387
"Bipartisan action, leadership on climate change","coons",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","copyright",2,875,0.00228571428571429,0,0
"Bipartisan action, leadership on climate change","country",2,875,0.00228571428571429,2.01490302054226,0.00460549261838232
"Bipartisan action, leadership on climate change","date",2,875,0.00228571428571429,0,0
"Bipartisan action, leadership on climate change","debbie",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","december",2,875,0.00228571428571429,1.6094379124341,0.0036787152284208
"Bipartisan action, leadership on climate change","delaina",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","different",2,875,0.00228571428571429,1.09861228866811,0.00251111380266997
"Bipartisan action, leadership on climate change","divided",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","divides",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","document",2,875,0.00228571428571429,0,0
"Bipartisan action, leadership on climate change","facilities",2,875,0.00228571428571429,1.6094379124341,0.0036787152284208
"Bipartisan action, leadership on climate change","family",2,875,0.00228571428571429,0.916290731874155,0.00209437881571235
"Bipartisan action, leadership on climate change","father",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","forestry",2,875,0.00228571428571429,0.762140052046897,0.00174203440467862
"Bipartisan action, leadership on climate change","forgive",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","friends",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","future",2,875,0.00228571428571429,0.916290731874155,0.00209437881571235
"Bipartisan action, leadership on climate change","generations",2,875,0.00228571428571429,2.01490302054226,0.00460549261838232
"Bipartisan action, leadership on climate change","government",2,875,0.00228571428571429,0.762140052046897,0.00174203440467862
"Bipartisan action, leadership on climate change","groups",2,875,0.00228571428571429,2.70805020110221,0.00618982903109077
"Bipartisan action, leadership on climate change","health",2,875,0.00228571428571429,0.628608659422374,0.00143681979296543
"Bipartisan action, leadership on climate change","introduced",2,875,0.00228571428571429,2.01490302054226,0.00460549261838232
